ride_id,date,time,day_of_week,hour,is_weekend,pickup_location,drop_location,vehicle_type,distance_km,trip_duration_min,payment_type,weather,surge_multiplier,ride_status,fare_amount,driver_rating,customer_rating
UB105574,2024-10-14,08:39,Monday,8,False,Riverside,Mall District,Auto,3.1,13.3,UPI,Clear,1.0,Completed,63.1,4.1,4.8
UB105785,2024-10-14,08:42,Monday,8,False,Airport,University Area,UberGo,5.84,15.6,UPI,Clear,1.0,Completed,127.64,3.6,4.7
UB107334,2024-10-14,08:43,Monday,8,False,Downtown,Airport,UberX,4.36,16.2,UPI,Cloudy,2.0,Completed,281.68,4.5,4.9
UB106421,2024-10-14,09:00,Monday,9,False,Suburb North,Suburb South,UberGo,5.96,18.1,UPI,Cloudy,1.8,Completed,238.88,4.2,4.8
UB116486,2024-10-14,09:00,Monday,9,False,Suburb South,Airport,UberGo,4.03,10.7,UPI,Clear,2.0,Completed,200.76,4.4,4.8
UB100025,2024-10-14,09:07,Monday,9,False,Suburb North,Old City,Auto,5.73,15.9,UPI,Rain,1.0,Completed,86.74,4.9,4.4
UB112665,2024-10-14,09:13,Monday,9,False,University Area,Old City,UberX,0.98,3.0,Wallet,Clear,2.0,Completed,146.28,4.4,4.4
UB118648,2024-10-14,09:21,Monday,9,False,Mall District,Old City,Auto,3.66,13.8,Card,Cloudy,2.0,Completed,136.16,4.3,5.0
UB111847,2024-10-14,09:28,Monday,9,False,University Area,Railway Station,UberGo,3.1,7.4,Wallet,Clear,1.0,Completed,85.2,4.6,4.5
UB116237,2024-10-14,09:55,Monday,9,False,Old City,Suburb North,UberX,4.4,15.3,Cash,Rain,1.2,Completed,167.69,4.6,4.9
UB118953,2024-10-14,10:23,Monday,10,False,Suburb North,Tech Park,UberGo,2.22,6.6,Card,Cloudy,1.0,Completed,74.32,4.6,5.0
UB105044,2024-10-14,10:31,Monday,10,False,Mall District,Tech Park,UberX,4.34,13.7,UPI,Clear,1.0,Completed,136.08,5.0,5.0
UB103468,2024-10-14,10:32,Monday,10,False,Airport,Riverside,Auto,8.43,22.4,UPI,Clear,1.0,Completed,114.84,4.4,5.0
UB118275,2024-10-14,10:48,Monday,10,False,Railway Station,Suburb South,UberX,10.68,39.4,Card,Clear,1.0,Completed,264.76,4.9,4.4
UB110069,2024-10-14,11:26,Monday,11,False,Suburb North,Riverside,Auto,0.82,3.0,Cash,Clear,1.0,Completed,34.56,4.6,4.1
UB101444,2024-10-14,11:45,Monday,11,False,Suburb South,Suburb North,UberX,2.18,8.5,UPI,Clear,1.0,No Cars Available,0.0,,
UB115239,2024-10-14,11:47,Monday,11,False,Railway Station,Tech Park,Auto,6.0,19.4,Cash,Clear,1.0,Completed,92.4,4.6,5.0
UB109316,2024-10-14,11:51,Monday,11,False,Airport,Suburb South,UberGo,1.72,3.8,UPI,Clear,1.0,Completed,64.62,4.6,4.9
UB102977,2024-10-14,11:55,Monday,11,False,Downtown,Suburb South,UberGo,5.35,15.4,UPI,Clear,1.0,Completed,121.95,5.0,4.0
UB107648,2024-10-14,12:18,Monday,12,False,University Area,Suburb South,Auto,3.53,7.7,Cash,Clear,1.0,Completed,60.94,4.1,4.6
UB119838,2024-10-14,12:22,Monday,12,False,Railway Station,Suburb South,Auto,3.29,13.8,UPI,Clear,1.0,Completed,65.12,4.2,4.7
UB104823,2024-10-14,13:31,Monday,13,False,Old City,Railway Station,UberX,4.25,14.1,UPI,Clear,1.0,Completed,135.63,4.6,4.8
UB113337,2024-10-14,16:05,Monday,16,False,Suburb North,Railway Station,Moto,10.99,26.2,Card,Cloudy,1.0,Completed,101.9,4.4,5.0
UB110679,2024-10-14,16:41,Monday,16,False,Downtown,Suburb North,Auto,7.32,23.6,Cash,Clear,1.0,Completed,107.16,4.4,4.8
UB119816,2024-10-14,17:01,Monday,17,False,Downtown,Old City,Auto,10.41,26.5,Wallet,Fog,1.0,Completed,134.78,4.6,5.0
UB108500,2024-10-14,17:18,Monday,17,False,Railway Station,Mall District,UberX,5.44,23.7,Card,Clear,1.0,Completed,168.38,4.3,4.4
UB107909,2024-10-14,17:38,Monday,17,False,Suburb North,Suburb South,Auto,7.6,25.1,Card,Rain,1.0,Completed,110.9,4.3,5.0
UB108263,2024-10-14,17:39,Monday,17,False,Old City,Airport,Premier,2.12,6.2,UPI,Clear,1.0,Completed,129.68,4.3,4.8
UB109530,2024-10-14,17:52,Monday,17,False,Downtown,University Area,Premier,1.53,4.8,Card,Rain,1.8,Completed,209.83,4.6,5.0
UB103375,2024-10-14,17:58,Monday,17,False,Suburb South,Airport,UberXL,7.99,25.5,Card,Cloudy,1.0,Completed,248.84,4.7,4.7
UB109576,2024-10-14,18:01,Monday,18,False,Suburb South,University Area,Premier,6.04,9.8,UPI,Rain,1.0,Completed,204.24,5.0,4.4
UB112033,2024-10-14,18:09,Monday,18,False,Old City,Tech Park,Premier,8.78,24.6,UPI,Clear,1.0,No Cars Available,0.0,,
UB101936,2024-10-14,18:29,Monday,18,False,University Area,Suburb South,UberX,2.05,3.0,UPI,Rain,1.2,Completed,104.46,5.0,4.6
UB100740,2024-10-14,18:51,Monday,18,False,Suburb North,Airport,UberX,3.78,14.3,Card,Clear,1.0,Completed,129.88,5.0,4.4
UB115505,2024-10-14,18:52,Monday,18,False,Tech Park,Airport,Moto,8.77,27.9,Card,Clear,2.0,Completed,179.88,4.6,4.6
UB111444,2024-10-14,19:07,Monday,19,False,Railway Station,Downtown,Auto,6.8,26.7,UPI,Fog,1.8,Completed,190.98,4.3,5.0
UB101566,2024-10-14,19:08,Monday,19,False,Mall District,Downtown,Premier,1.75,6.8,Wallet,Clear,1.5,Completed,187.06,4.4,4.9
UB119269,2024-10-14,19:08,Monday,19,False,Suburb North,Mall District,UberX,0.8,3.0,Card,Clear,1.2,Completed,84.96,4.7,4.7
UB118688,2024-10-14,19:13,Monday,19,False,Downtown,University Area,UberGo,5.21,11.3,Cash,Clear,1.0,Completed,114.26,4.9,4.5
UB117788,2024-10-14,19:16,Monday,19,False,Suburb South,Suburb North,UberX,6.6,20.8,UPI,Clear,1.2,Cancelled by Driver,0.0,,
UB112670,2024-10-14,19:20,Monday,19,False,Downtown,Railway Station,Auto,2.98,8.8,Card,Rain,1.0,Completed,57.64,4.9,4.6
UB117348,2024-10-14,19:35,Monday,19,False,Airport,Old City,Moto,7.44,30.7,UPI,Clear,1.5,Completed,126.3,4.6,4.2
UB101241,2024-10-14,20:28,Monday,20,False,Suburb North,Tech Park,UberGo,0.8,3.0,Cash,Cloudy,1.0,Completed,53.3,4.7,4.6
UB103521,2024-10-14,20:37,Monday,20,False,Riverside,Airport,UberGo,3.54,12.8,UPI,Clear,1.0,Completed,98.14,4.5,5.0
UB119925,2024-10-14,20:39,Monday,20,False,Mall District,Riverside,Auto,20.56,65.2,UPI,Clear,1.0,Completed,254.68,4.3,4.3
UB116577,2024-10-14,21:27,Monday,21,False,Railway Station,Old City,UberGo,7.73,23.3,Card,Clear,1.0,Completed,159.98,4.0,4.5
UB107479,2024-10-14,22:38,Monday,22,False,Old City,University Area,UberGo,7.86,13.3,Cash,Clear,1.0,Completed,146.41,4.5,4.8
UB114029,2024-10-14,23:08,Monday,23,False,Railway Station,Mall District,Moto,5.32,18.1,Card,Clear,1.0,Completed,61.4,3.7,4.7
UB115166,2024-10-15,00:29,Tuesday,0,False,Riverside,Downtown,Premier,7.11,20.2,Card,Clear,1.0,Completed,245.31,4.1,4.9
UB104956,2024-10-15,00:53,Tuesday,0,False,Airport,Railway Station,Moto,3.19,10.8,Card,Cloudy,1.0,Completed,42.78,4.9,4.7
UB104719,2024-10-15,02:57,Tuesday,2,False,Tech Park,Old City,UberGo,13.07,32.2,UPI,Clear,1.0,Completed,232.07,4.8,4.6
UB114448,2024-10-15,04:03,Tuesday,4,False,Riverside,Airport,Auto,3.21,11.3,Card,Clear,1.0,Completed,61.98,4.4,5.0
UB101635,2024-10-15,04:08,Tuesday,4,False,Railway Station,Suburb North,UberX,6.71,27.3,UPI,Rain,1.0,Completed,191.37,4.2,5.0
UB102318,2024-10-15,05:26,Tuesday,5,False,Downtown,University Area,Premier,2.95,7.5,Wallet,Fog,1.0,Completed,146.65,4.5,4.5
UB105407,2024-10-15,06:14,Tuesday,6,False,Railway Station,Suburb North,UberX,0.8,3.0,Card,Rain,1.8,No Cars Available,0.0,,
UB111989,2024-10-15,06:15,Tuesday,6,False,Old City,Railway Station,UberX,4.62,11.7,Wallet,Clear,1.0,Completed,136.12,4.5,4.5
UB105721,2024-10-15,07:02,Tuesday,7,False,Suburb North,Suburb South,Premier,5.08,15.3,UPI,Rain,1.2,Completed,240.02,4.8,4.4
UB116544,2024-10-15,07:37,Tuesday,7,False,Airport,Mall District,Auto,14.3,55.5,Cash,Clear,1.0,Completed,194.9,4.5,5.0
UB117678,2024-10-15,07:50,Tuesday,7,False,Airport,Railway Station,UberGo,3.0,9.3,UPI,Fog,1.0,Completed,86.95,4.7,4.8
UB105047,2024-10-15,08:17,Tuesday,8,False,Old City,Suburb North,UberGo,7.28,21.5,UPI,Clear,1.0,Completed,152.33,4.9,4.6
UB118212,2024-10-15,08:32,Tuesday,8,False,Mall District,Downtown,UberGo,2.94,14.7,UPI,Clear,1.2,Completed,113.27,5.0,4.2
UB110519,2024-10-15,08:33,Tuesday,8,False,Suburb South,University Area,UberX,2.4,5.5,UPI,Clear,1.2,Completed,115.32,5.0,5.0
UB100670,2024-10-15,08:59,Tuesday,8,False,Downtown,Mall District,UberX,1.79,3.8,Card,Clear,1.5,Completed,127.66,4.2,4.4
UB102016,2024-10-15,09:03,Tuesday,9,False,Old City,Airport,UberX,1.77,8.3,Cash,Clear,1.2,Completed,111.54,4.8,5.0
UB105543,2024-10-15,09:25,Tuesday,9,False,Airport,Old City,UberX,0.8,6.7,Cash,Clear,1.0,Completed,77.46,5.0,5.0
UB104515,2024-10-15,09:27,Tuesday,9,False,Railway Station,Downtown,Moto,2.55,12.4,UPI,Fog,1.0,Cancelled by Driver,0.0,,
UB108008,2024-10-15,09:48,Tuesday,9,False,Railway Station,University Area,UberXL,4.69,16.3,UPI,Fog,1.5,Completed,266.46,4.2,5.0
UB117044,2024-10-15,09:50,Tuesday,9,False,Riverside,Old City,UberXL,20.87,68.8,Wallet,Clear,1.8,Completed,974.74,5.0,4.8
UB112168,2024-10-15,09:58,Tuesday,9,False,Railway Station,Suburb North,UberXL,1.86,5.0,UPI,Clear,1.2,Completed,131.71,5.0,5.0
UB115623,2024-10-15,10:09,Tuesday,10,False,Old City,Mall District,UberX,5.93,9.9,Cash,Clear,1.0,Completed,149.91,4.5,4.5
UB115839,2024-10-15,10:15,Tuesday,10,False,Suburb North,Railway Station,Auto,1.37,5.0,Card,Cloudy,1.0,Completed,40.96,4.6,4.8
UB107085,2024-10-15,10:18,Tuesday,10,False,Riverside,Suburb South,Auto,1.26,6.9,UPI,Clear,1.0,Completed,41.98,4.4,4.7
UB108863,2024-10-15,10:30,Tuesday,10,False,Tech Park,Downtown,UberGo,4.88,20.2,Cash,Clear,1.0,Completed,123.98,4.3,4.3
UB118651,2024-10-15,10:57,Tuesday,10,False,Airport,Riverside,Premier,10.92,45.4,UPI,Clear,1.0,Completed,365.52,4.7,5.0
UB110842,2024-10-15,10:58,Tuesday,10,False,Railway Station,Suburb South,Moto,4.45,17.2,UPI,Rain,1.2,Completed,66.55,4.9,4.9
UB105950,2024-10-15,11:05,Tuesday,11,False,Riverside,Suburb South,Auto,2.61,10.5,UPI,Clear,1.0,Completed,56.38,4.8,4.8
UB108605,2024-10-15,12:10,Tuesday,12,False,Downtown,University Area,UberGo,1.52,4.4,Card,Clear,1.0,Completed,63.32,4.7,4.9
UB119858,2024-10-15,12:11,Tuesday,12,False,Suburb North,Suburb South,UberX,10.77,28.4,Cash,Clear,1.0,Cancelled by Driver,0.0,,
UB115624,2024-10-15,12:29,Tuesday,12,False,Tech Park,University Area,UberX,4.28,10.4,Cash,Clear,1.0,Completed,129.36,5.0,4.3
UB116075,2024-10-15,12:32,Tuesday,12,False,Railway Station,Suburb South,UberGo,5.46,17.6,Wallet,Rain,1.5,Completed,189.69,5.0,4.7
UB102440,2024-10-15,13:10,Tuesday,13,False,Old City,Airport,Premier,5.12,19.8,Card,Cloudy,1.0,Completed,210.6,4.5,5.0
UB105656,2024-10-15,13:54,Tuesday,13,False,Suburb North,Downtown,UberGo,1.86,6.2,UPI,Clear,1.0,Completed,69.76,4.3,5.0
UB119318,2024-10-15,15:37,Tuesday,15,False,Suburb South,Tech Park,UberGo,13.98,42.8,UPI,Clear,1.0,Completed,257.98,4.7,4.7
UB108121,2024-10-15,16:23,Tuesday,16,False,Airport,Riverside,Auto,6.2,20.1,UPI,Clear,1.0,Completed,94.7,4.8,4.3
UB106577,2024-10-15,16:31,Tuesday,16,False,Railway Station,Suburb North,UberGo,14.17,38.9,UPI,Clear,1.0,Completed,254.22,4.9,4.2
UB111326,2024-10-15,16:42,Tuesday,16,False,Suburb South,Tech Park,UberGo,0.8,3.0,Cash,Clear,1.0,Completed,53.3,4.4,4.3
UB117317,2024-10-15,16:47,Tuesday,16,False,Airport,Riverside,Auto,0.8,3.3,UPI,Rain,1.2,Completed,41.64,4.4,4.3
UB113584,2024-10-15,17:19,Tuesday,17,False,Riverside,Railway Station,UberGo,9.29,27.7,UPI,Cloudy,1.0,Completed,183.74,4.6,4.7
UB111122,2024-10-15,17:35,Tuesday,17,False,Mall District,Airport,Auto,5.32,17.1,Card,Cloudy,1.0,Completed,84.66,4.3,4.3
UB109901,2024-10-15,17:47,Tuesday,17,False,Tech Park,Riverside,UberXL,3.36,8.5,UPI,Fog,1.0,Completed,140.76,4.8,5.0
UB110631,2024-10-15,18:29,Tuesday,18,False,Downtown,Mall District,UberX,14.59,41.6,UPI,Cloudy,2.0,Completed,639.1,4.9,4.2
UB115026,2024-10-15,18:31,Tuesday,18,False,Riverside,Tech Park,Premier,12.33,29.4,Cash,Cloudy,1.0,Completed,354.29,4.3,4.8
UB101853,2024-10-15,18:40,Tuesday,18,False,Riverside,Mall District,Auto,4.59,14.4,UPI,Clear,1.2,Completed,91.34,4.4,5.0
UB117574,2024-10-15,18:53,Tuesday,18,False,Railway Station,Suburb South,Moto,0.8,3.1,Card,Clear,2.0,Cancelled by Rider,0.0,,
UB117697,2024-10-15,18:55,Tuesday,18,False,Airport,Railway Station,Premier,5.82,18.5,Card,Cloudy,1.5,Completed,329.46,4.6,5.0
UB101508,2024-10-15,19:39,Tuesday,19,False,University Area,Mall District,UberGo,7.92,27.0,Cash,Fog,1.0,Cancelled by Rider,0.0,,
UB106820,2024-10-15,19:42,Tuesday,19,False,Tech Park,Suburb South,UberXL,2.2,9.0,UPI,Clear,1.5,No Cars Available,0.0,,
UB119586,2024-10-15,20:09,Tuesday,20,False,Airport,Downtown,UberGo,16.57,61.9,UPI,Cloudy,1.0,Completed,315.12,4.2,4.6
UB114975,2024-10-15,20:11,Tuesday,20,False,Railway Station,University Area,UberGo,3.83,10.3,Card,Rain,1.0,Cancelled by Rider,0.0,,
UB110852,2024-10-15,21:04,Tuesday,21,False,Riverside,Tech Park,UberGo,15.46,49.4,Cash,Clear,1.0,Completed,284.16,4.5,4.4
UB109135,2024-10-15,22:15,Tuesday,22,False,University Area,Old City,Moto,11.97,48.0,Wallet,Rain,1.8,Completed,225.4,5.0,5.0
UB114341,2024-10-16,00:03,Wednesday,0,False,Airport,Tech Park,UberGo,2.83,9.5,UPI,Cloudy,1.0,Completed,85.38,4.6,4.8
UB100713,2024-10-16,02:03,Wednesday,2,False,Downtown,Tech Park,UberX,7.09,19.6,Card,Clear,1.0,Completed,182.45,4.4,4.4
UB111881,2024-10-16,02:33,Wednesday,2,False,Downtown,Suburb South,Auto,5.82,18.5,UPI,Clear,1.0,No Cars Available,0.0,,
UB106473,2024-10-16,03:24,Wednesday,3,False,Tech Park,University Area,UberGo,2.4,9.2,Card,Rain,1.8,No Cars Available,0.0,,
UB118184,2024-10-16,03:53,Wednesday,3,False,Downtown,Tech Park,UberGo,14.24,57.5,UPI,Fog,1.0,Completed,282.89,4.5,4.1
UB116009,2024-10-16,06:13,Wednesday,6,False,Railway Station,Old City,Auto,9.27,29.9,Cash,Rain,1.5,Completed,193.59,4.1,4.7
UB109417,2024-10-16,07:07,Wednesday,7,False,Mall District,Old City,UberGo,4.35,19.1,UPI,Clear,1.0,Completed,116.5,4.3,4.5
UB110393,2024-10-16,07:07,Wednesday,7,False,Old City,Railway Station,UberX,1.47,3.9,UPI,Clear,1.0,Completed,81.13,4.6,4.6
UB115106,2024-10-16,07:26,Wednesday,7,False,Suburb South,University Area,UberX,6.92,20.3,Card,Clear,1.0,Completed,181.5,4.8,4.7
UB103828,2024-10-16,08:10,Wednesday,8,False,Railway Station,Riverside,UberX,4.23,13.6,Cash,Clear,1.2,Completed,161.36,4.9,4.6
UB106550,2024-10-16,08:19,Wednesday,8,False,Riverside,Railway Station,UberGo,3.16,3.5,UPI,Cloudy,1.2,Completed,96.01,4.4,4.7
UB110983,2024-10-16,08:35,Wednesday,8,False,Airport,Railway Station,UberX,3.23,7.5,Wallet,Clear,1.5,Completed,165.74,4.5,4.5
UB113955,2024-10-16,08:41,Wednesday,8,False,Suburb North,University Area,Premier,2.04,5.3,Cash,Clear,1.0,Cancelled by Driver,0.0,,
UB115174,2024-10-16,09:01,Wednesday,9,False,Tech Park,Downtown,UberGo,4.21,9.4,Card,Clear,1.5,Completed,150.62,4.2,5.0
UB111854,2024-10-16,09:02,Wednesday,9,False,Riverside,Tech Park,Moto,4.08,12.8,UPI,Clear,1.0,Completed,49.72,4.5,4.8
UB116746,2024-10-16,09:09,Wednesday,9,False,Suburb South,Downtown,UberX,12.49,40.3,Cash,Cloudy,1.2,Completed,347.89,5.0,4.6
UB106575,2024-10-16,09:18,Wednesday,9,False,Railway Station,Suburb North,Moto,5.41,16.4,Card,Clear,1.8,Completed,109.04,4.6,4.9
UB116849,2024-10-16,09:20,Wednesday,9,False,Riverside,Downtown,Auto,6.85,24.7,UPI,Clear,1.0,Completed,104.5,4.7,4.3
UB113247,2024-10-16,09:22,Wednesday,9,False,Airport,Mall District,Premier,8.31,30.7,UPI,Clear,1.0,Completed,288.81,4.9,4.6
UB103346,2024-10-16,09:35,Wednesday,9,False,Downtown,Suburb North,UberX,0.8,3.8,Card,Clear,1.8,Completed,130.03,4.8,4.4
UB108249,2024-10-16,09:36,Wednesday,9,False,Downtown,Old City,UberGo,1.62,6.5,Card,Cloudy,2.0,Completed,135.14,4.1,4.9
UB105931,2024-10-16,11:07,Wednesday,11,False,Airport,Suburb South,UberX,11.39,36.0,UPI,Clear,1.0,Completed,267.87,4.4,4.8
UB114247,2024-10-16,11:55,Wednesday,11,False,Old City,Downtown,UberX,8.42,26.2,Wallet,Clear,1.0,Completed,211.62,4.5,4.6
UB105130,2024-10-16,13:28,Wednesday,13,False,Suburb North,University Area,Auto,4.79,19.4,Card,Clear,1.0,No Cars Available,0.0,,
UB107683,2024-10-16,13:28,Wednesday,13,False,Old City,Suburb North,UberGo,3.42,14.5,Cash,Clear,1.0,Completed,99.37,4.8,5.0
UB101586,2024-10-16,13:41,Wednesday,13,False,Downtown,Suburb North,Auto,3.7,13.1,Card,Rain,1.2,Completed,81.24,4.6,4.6
UB114357,2024-10-16,14:44,Wednesday,14,False,Old City,Riverside,UberGo,5.97,17.8,UPI,Clear,1.0,Completed,132.37,4.5,4.6
UB107204,2024-10-16,14:55,Wednesday,14,False,Railway Station,Mall District,UberGo,7.62,28.9,Card,Clear,1.0,Completed,167.17,4.7,4.8
UB109439,2024-10-16,15:14,Wednesday,15,False,Suburb South,Old City,Premier,0.91,3.0,UPI,Clear,1.0,Completed,102.07,4.5,4.7
UB113225,2024-10-16,16:46,Wednesday,16,False,Old City,University Area,Premier,4.04,17.4,Card,Rain,1.0,Completed,186.96,4.5,5.0
UB115172,2024-10-16,16:59,Wednesday,16,False,University Area,Old City,UberX,9.21,35.4,UPI,Clear,1.0,Completed,238.45,4.6,4.9
UB115083,2024-10-16,17:14,Wednesday,17,False,Suburb South,Railway Station,UberX,2.84,6.6,Card,Cloudy,1.0,Completed,103.8,4.8,5.0
UB110254,2024-10-16,17:21,Wednesday,17,False,Airport,Railway Station,UberGo,14.17,36.2,UPI,Clear,1.0,Completed,250.17,4.2,4.6
UB113145,2024-10-16,17:23,Wednesday,17,False,Old City,Downtown,UberGo,2.39,3.4,Card,Clear,1.0,Completed,71.39,4.5,4.9
UB107945,2024-10-16,17:26,Wednesday,17,False,Railway Station,University Area,Premier,3.83,13.5,UPI,Cloudy,1.0,Completed,174.81,4.2,4.5
UB100405,2024-10-16,17:36,Wednesday,17,False,Tech Park,Suburb North,UberX,8.63,38.9,Cash,Rain,1.0,Cancelled by Driver,0.0,,
UB110709,2024-10-16,17:41,Wednesday,17,False,Tech Park,Suburb North,UberGo,8.94,31.9,Wallet,Clear,1.0,No Cars Available,0.0,,
UB105178,2024-10-16,18:12,Wednesday,18,False,Airport,Mall District,Moto,6.28,23.1,Cash,Cloudy,2.0,Completed,142.32,4.1,4.6
UB104577,2024-10-16,18:26,Wednesday,18,False,Suburb South,Mall District,UberGo,5.5,13.2,Card,Clear,1.0,Completed,120.3,5.0,4.6
UB107272,2024-10-16,18:27,Wednesday,18,False,Suburb North,Tech Park,Auto,4.05,12.7,Cash,Clear,1.0,No Cars Available,0.0,,
UB114502,2024-10-16,18:27,Wednesday,18,False,Tech Park,Railway Station,Auto,6.36,14.1,UPI,Clear,1.0,Completed,89.98,4.4,5.0
UB113674,2024-10-16,18:39,Wednesday,18,False,Old City,Mall District,Moto,4.31,7.6,UPI,Cloudy,1.0,Completed,46.94,4.6,3.9
UB101056,2024-10-16,18:52,Wednesday,18,False,Airport,Mall District,UberGo,12.97,50.9,Card,Clear,1.5,Completed,388.53,4.3,4.4
UB102410,2024-10-16,19:06,Wednesday,19,False,Suburb South,Tech Park,Premier,2.74,7.5,UPI,Cloudy,1.2,Completed,171.7,4.8,4.9
UB106685,2024-10-16,19:28,Wednesday,19,False,Old City,Riverside,UberXL,2.97,11.6,Cash,Clear,1.5,Completed,211.08,4.3,4.6
UB114011,2024-10-16,19:36,Wednesday,19,False,Suburb South,Airport,UberGo,3.6,13.8,Card,Cloudy,1.8,Completed,180.54,4.6,4.4
UB107710,2024-10-16,19:44,Wednesday,19,False,University Area,Tech Park,UberX,7.07,17.7,UPI,Clear,1.0,Completed,178.77,4.4,4.4
UB112763,2024-10-16,19:48,Wednesday,19,False,Railway Station,Mall District,UberX,2.64,8.6,Card,Cloudy,1.0,Completed,104.8,4.4,4.9
UB118631,2024-10-16,20:29,Wednesday,20,False,Mall District,Downtown,UberX,6.72,19.1,Wallet,Fog,1.0,Completed,176.74,4.2,4.6
UB103176,2024-10-16,20:48,Wednesday,20,False,Railway Station,Downtown,UberGo,6.3,25.5,UPI,Clear,1.0,Completed,147.55,4.7,4.8
UB107594,2024-10-16,20:59,Wednesday,20,False,University Area,Tech Park,Auto,3.19,14.5,UPI,Clear,1.0,Completed,65.02,4.4,4.7
UB103647,2024-10-16,21:56,Wednesday,21,False,Tech Park,Riverside,UberGo,7.43,24.9,Card,Clear,1.0,Cancelled by Rider,0.0,,
UB117318,2024-10-16,23:24,Wednesday,23,False,Downtown,Airport,Premier,5.06,17.9,UPI,Clear,1.0,Completed,205.4,5.0,5.0
UB117327,2024-10-16,23:34,Wednesday,23,False,Suburb North,Downtown,Auto,8.64,28.1,Wallet,Clear,1.0,Cancelled by Driver,0.0,,
UB119399,2024-10-16,23:40,Wednesday,23,False,Downtown,Suburb North,Premier,1.73,9.2,Card,Clear,1.0,Completed,129.65,4.5,4.9
UB100589,2024-10-17,02:42,Thursday,2,False,University Area,Tech Park,UberX,3.51,10.9,Cash,Cloudy,1.0,Completed,120.25,4.5,4.5
UB118835,2024-10-17,02:50,Thursday,2,False,Suburb North,Tech Park,UberGo,5.08,17.2,Wallet,Clear,1.0,Completed,121.68,4.6,5.0
UB105064,2024-10-17,03:16,Thursday,3,False,Riverside,Railway Station,Auto,8.18,31.9,UPI,Fog,1.0,Completed,122.34,4.4,4.2
UB107033,2024-10-17,04:01,Thursday,4,False,Suburb South,Airport,UberGo,5.96,18.8,Wallet,Fog,1.0,Completed,133.76,4.5,4.3
UB109838,2024-10-17,05:02,Thursday,5,False,Suburb South,Airport,UberX,8.24,26.1,Card,Clear,1.0,Completed,209.1,4.9,4.2
UB107589,2024-10-17,05:33,Thursday,5,False,Riverside,Mall District,UberX,5.97,19.9,UPI,Fog,1.0,Completed,168.43,4.9,4.0
UB102663,2024-10-17,06:13,Thursday,6,False,Railway Station,Riverside,UberX,3.7,14.2,UPI,Clear,1.0,Completed,128.66,4.7,4.8
UB102475,2024-10-17,06:17,Thursday,6,False,Airport,Tech Park,UberX,0.8,3.0,Cash,Rain,1.0,Completed,70.8,4.1,4.3
UB101954,2024-10-17,07:04,Thursday,7,False,Mall District,Downtown,Auto,21.27,65.1,Card,Clear,1.0,No Cars Available,0.0,,
UB118837,2024-10-17,07:07,Thursday,7,False,Downtown,Airport,UberGo,5.53,12.6,Card,Cloudy,1.0,Completed,119.73,4.3,4.8
UB112762,2024-10-17,07:33,Thursday,7,False,Suburb South,Tech Park,UberX,19.15,59.0,Cash,Fog,1.0,Completed,410.15,4.7,4.8
UB100039,2024-10-17,07:45,Thursday,7,False,Suburb North,Riverside,Moto,16.27,60.2,Card,Cloudy,1.0,Completed,160.78,4.2,4.4
UB112182,2024-10-17,07:46,Thursday,7,False,Airport,Downtown,UberX,14.36,59.5,Card,Clear,1.0,Completed,348.78,4.5,5.0
UB108758,2024-10-17,07:49,Thursday,7,False,Riverside,Mall District,UberXL,7.79,23.7,Card,Clear,1.0,Completed,242.04,4.8,5.0
UB106697,2024-10-17,07:57,Thursday,7,False,Suburb South,Tech Park,Premier,0.8,3.0,UPI,Rain,1.5,Completed,150.3,4.9,4.3
UB103557,2024-10-17,08:10,Thursday,8,False,Riverside,Downtown,Moto,3.22,6.4,Card,Clear,1.2,Completed,47.33,4.7,4.8
UB103880,2024-10-17,08:12,Thursday,8,False,Downtown,Mall District,Auto,3.16,9.2,Cash,Clear,1.5,Completed,89.22,4.5,4.8
UB100421,2024-10-17,08:13,Thursday,8,False,Railway Station,University Area,UberGo,4.04,8.0,UPI,Cloudy,1.0,Cancelled by Driver,0.0,,
UB114310,2024-10-17,08:25,Thursday,8,False,Downtown,Old City,Moto,1.04,7.1,Card,Clear,1.5,Completed,40.38,4.7,5.0
UB112095,2024-10-17,08:29,Thursday,8,False,Riverside,Downtown,UberGo,5.04,11.9,UPI,Cloudy,1.5,Completed,169.94,5.0,4.4
UB102331,2024-10-17,08:32,Thursday,8,False,Riverside,Tech Park,Moto,4.48,16.8,Card,Cloudy,1.5,Completed,82.98,4.3,4.8
UB116960,2024-10-17,08:42,Thursday,8,False,Downtown,Tech Park,UberX,7.3,16.9,Cash,Clear,1.2,Completed,216.38,3.9,4.8
UB100981,2024-10-17,09:09,Thursday,9,False,Suburb North,Mall District,UberX,7.49,28.8,Card,Clear,1.0,Completed,204.21,4.4,4.6
UB116726,2024-10-17,09:10,Thursday,9,False,Airport,Riverside,UberX,3.72,8.2,UPI,Rain,1.8,Completed,212.62,3.8,4.6
UB115970,2024-10-17,09:13,Thursday,9,False,University Area,Tech Park,Auto,1.86,7.3,Card,Clear,1.5,Completed,70.77,5.0,4.4
UB112598,2024-10-17,09:28,Thursday,9,False,Downtown,Suburb North,UberGo,7.87,21.8,UPI,Clear,1.5,Completed,238.91,4.3,4.7
UB119601,2024-10-17,09:30,Thursday,9,False,University Area,Riverside,UberX,19.57,42.5,Cash,Clear,1.0,Completed,385.91,4.5,5.0
